,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
1093,sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5342947,-58.476097",280000,USD,4245472,280000,200,200,1400,1400,,4,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/xdzj_venta_ph_vicente-lopez
1094,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4711541402,-58.5060645159",630000,USD,9552312,630000,348,348,1810.344828,1810.344828,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11m9p_venta_casa_san-isidro_dependencias_adriana-espinosa-propiedades
1095,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.60314941,-58.44101334",92500,USD,1402522,92500,,,,,,,,http://villa-crespo.properati.com.ar/u5jr_venta_departamentos_villa-crespo
1096,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Guillermo Hudson|,"-34.7900852,-58.1548511",335000,USD,5079404,335000,160,160,2093.75,2093.75,,,,http://guillermo-hudson.properati.com.ar/t3et_venta_casa_guillermo-hudson
1097,sell,apartment,|Argentina|Capital Federal|Retiro|,"-34.5914774,-58.3814413",720000,USD,10916928,720000,239,239,3012.552301,3012.552301,,4,7000,http://retiro.properati.com.ar/yzlf_venta_departamentos_retiro_suite_hidromasaje_lavadero_toilette_vestidor_dependencias_izrastzoff-agentes-inmobiliarios
1098,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9697855121,-58.0203399312",250000,USD,3790600,250000,180,180,1388.888889,1388.888889,,6,,http://la-plata.properati.com.ar/xptk_venta_casa_la-plata
1099,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,160000,USD,2425984,160000,,55,,2909.090909,,3,,http://ramos-mejia.properati.com.ar/s67r_venta_departamentos_la-matanza
1100,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,310000,USD,4700344,310000,111,95,2792.792793,3263.157895,4,,,http://nordelta.properati.com.ar/uidl_venta_departamentos_nordelta_0
1101,sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5983754532,-58.4146347467",85000,USD,1288804,85000,27,24,3148.148148,3541.666667,,1,1610,http://barrio-norte.properati.com.ar/zuv5_venta_departamentos_barrio-norte_balcon_lavadero_piscina_luminoso_amenities_korn-emprendimientos
1102,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,70000,USD,1061368,70000,,40,,1750,,2,,http://ramos-mejia.properati.com.ar/sagr_venta_departamentos_la-matanza
1103,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5591964694,-58.4447883148",250000,USD,3790600,250000,92,80,2717.391304,3125,,4,4500,http://belgrano.properati.com.ar/12p8u_venta_departamentos_belgrano_balcon_baulera_suite_lavadero_luminoso_garage_zommer-negocios-inmobiliarios
1104,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Martín Coronado|,"-34.585796,-58.590431",465000,ARS,463709.25,30582.84,,35,,13285.71429,,2,,http://martin-coronado.properati.com.ar/zo2s_venta_departamentos_tres-de-febrero_balcon_quincho_sum_terraza_luminoso_lujoso_garage_re-max-elite
1105,sell,house,|Argentina|Capital Federal|Mataderos|,"-34.6554558,-58.5027874",195000,USD,2956668,195000,294,150,663.2653061,1300,,,,http://mataderos.properati.com.ar/1100d_venta_casa_mataderos_jardin_lavadero_parrilla_patio_quincho_terraza_garage_acosta-negocios-inmobiliarios_cib
1106,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Hurlingham|,"-34.607231,-58.637184",135500,USD,2054505.2,135500,,120,,1129.166667,,4,,http://hurlingham.properati.com.ar/yqq5_venta_departamentos_hurlingham_balcon_patio_toilette_luminoso_lujoso_garage_placard_estrenar_re-max-bur-oacute
1107,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.6027802,-58.5476885",,,,,,,,,,,,http://tres-de-febrero.properati.com.ar/wpgj_venta_departamentos_general-san-martin
1108,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4533889,-59.00825",170000,USD,2577608,170000,1875,130,90.66666667,1307.692308,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/w9tz_venta_casa_pilar_pilar_100
1109,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5782032,-58.4898512",89900,USD,1363099.76,89900,44,,2043.181818,,,,,http://villa-urquiza.properati.com.ar/effs_venta_departamento_villa-urquiza
1110,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6399669,-58.5630381",75000,USD,1137180,75000,43,43,1744.186047,1744.186047,4,2,,http://ramos-mejia.properati.com.ar/irnk_venta_departamento_ramos-mejia
1111,sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.552783,-58.460054",195000,USD,2956668,195000,,67,,2910.447761,,3,,http://nunez.properati.com.ar/10g0q_venta_departamentos_belgrano_balcon_suite_parrilla_patio_terraza_garage_estrenar_losa-radiante_re-max-total-v
1112,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.6361642,-58.3620065",112000,USD,1698188.8,112000,78,70,1435.897436,1600,,4,,http://boca.properati.com.ar/10t6y_venta_departamentos_boca_balcon_lavadero_luminoso_di-mitrio-inmobiliaria_d2r
1113,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.624106,-58.399168",85900,USD,1302450.16,85900,,52,,1651.923077,4,2,,http://san-cristobal.properati.com.ar/10t2e_venta_departamentos_san-nicolas_lavadero_luminoso_re-max-express
1114,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,170,150,,,,3,,http://ramos-mejia.properati.com.ar/sahw_venta_casa_la-matanza
1115,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,"-34.6378746,-58.5394326",65000,USD,985556,65000,,,,,,,,http://ciudadela.properati.com.ar/eu9t_venta_departamento_ciudadela
1116,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6478217,-58.6462071",175000,USD,2653420,175000,130,130,1346.153846,1346.153846,,5,1,http://castelar-moron.properati.com.ar/xbu6_venta_casa_castelar
1117,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|BarrioPortezuelo|,"-34.40322876,-58.6540451",225000,USD,3411540,225000,,,,,,,,http://barrio-portezuelo-nordelta.properati.com.ar/113gn_venta_departamentos_nordelta_baulera_suite_lavadero_parrilla_patio_piscina_sum_vista_garage_aire-acondicionado_m-m-propiedades_bhs
1118,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4584706,-58.5314186",155000,USD,2350172,155000,85,81,1823.529412,1913.580247,3,,,http://beccar.properati.com.ar/10ka9_venta_departamentos_beccar_avenida-centenario_2300_gimnasio_piscina_sum_toilette_sauna_garage_amenities_placard_altos-de-martinez
1119,sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,500000,USD,7581200,500000,,40,,12500,,,,http://haedo.properati.com.ar/10m08_alquiler_local_haedo_guillermo-propiedades
1120,sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6327303,-58.4806871",128000,USD,1940787.2,128000,0,137,,934.3065693,,4,2300,http://floresta.properati.com.ar/11b6r_venta_departamentos_floresta_balcon_parrilla_patio_terraza_toilette_vestidor_luminoso_garage_la-floresta
1121,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4438243,-58.5785699",100494,USD,1523730.22,100494,,50,,2009.88,2,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/t5ks_venta_departamentos_tigre_italia_0
1122,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,,65000,USD,985556,65000,47,40,1382.978723,1625,,,,http://villa-sarmiento.properati.com.ar/xc2o_venta_ph_villa-sarmiento
1123,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Temperley|,"-34.7687363655,-58.3882891894",260000,USD,3942224,260000,141,141,1843.971631,1843.971631,,,,http://temperley.properati.com.ar/12ewh_venta_casa_temperley_suite_lavadero_piscina_quincho_garage_impecable_darquier-propiedades
1124,sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.616411404,-58.3946017905",118000,USD,1789163.2,118000,78,78,1512.820513,1512.820513,,4,,http://congreso.properati.com.ar/12ph9_venta_departamentos_congreso_subte-linea-a_subte-linea-e_hogarfe-inmobiliaria
1125,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.671059,-58.5843556",,,,,,70,,,,,,http://villa-luzuriaga.properati.com.ar/g3y2_venta_otro_villa-luzuriaga
1126,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.599465,-58.430698",70000,USD,1061368,70000,,37,,1891.891892,,2,,http://villa-crespo.properati.com.ar/yzjm_venta_departamentos_villa-crespo_balcon_lavadero_parrilla_sum_luminoso_lujoso_garage_amenities_aire-acondicionado_estrenar_re-max-vanguard
1127,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4905664,-58.5728679",,,,,650,650,,,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/t2k6_venta_casa_san-isidro
1128,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.619047,-58.382978",90000,USD,1364616,90000,55,55,1636.363636,1636.363636,,3,,http://monserrat.properati.com.ar/11hfd_venta_departamentos_monserrat_luminoso_garage_di-mitrio-inmobiliaria_90i
1129,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6386279806,-58.5829639435",78000,USD,1182667.2,78000,47,44,1659.574468,1772.727273,3,2,,http://haedo.properati.com.ar/jthf_venta_departamento_haedo_doctor-luis-guemes_500
1130,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.618729,-58.400381",128000,USD,1940787.2,128000,,77,,1662.337662,,4,,http://san-cristobal.properati.com.ar/12d40_venta_departamentos_san-cristobal_balcon_lavadero_toilette_luminoso_subte-linea-e_subte-linea-h_re-max-total-iii
1131,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.533787,-58.478845",150000,USD,2274360,150000,,64,,2343.75,3,4,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/11g2b_venta_departamentos_vicente-lopez_luminoso_av-maipu
1132,sell,store,|Argentina|Capital Federal|Barrio Norte|,"-34.6037137392,-58.3815808896",119000,USD,1804325.6,119000,22,0,5409.090909,,,,640,http://barrio-norte.properati.com.ar/ugsr_venta_local_barrio-norte
1133,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4726303,-58.51668",140000,USD,2122736,140000,63,60,2222.222222,2333.333333,3,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/nd4m_venta_departamentos_san-isidro_alsina_100
1134,sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5097459,-58.4791511",820000,USD,12433168,820000,0,280,,2928.571429,,,,http://olivos.properati.com.ar/10lod_venta_local_olivos_avenida-del-libertador_2300_delacre
1135,sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6330207,-58.3703412",1496996,ARS,1495555.9,98635.83,51,,1934.035882,,,2,,http://barracas.properati.com.ar/t12x_venta_departamentos_barracas
1136,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,,145000,USD,2198548,145000,,54,,2685.185185,,2,,http://tigre.properati.com.ar/10qtz_venta_departamentos_barrioportezuelo_suite_gimnasio_parrilla_piscina_toilette_garage_placard_re-max-acci-oacute-n
1137,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.439432,-58.6630199",110000,USD,1667864,110000,50,40,2200,2750,,1,3200,http://nordelta.properati.com.ar/12n7u_venta_departamentos_nordelta_balcon_gimnasio_parrilla_piscina_sum_luminoso_sauna_lujoso_garage_covello-propiedades_9ij
1138,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|El Palomar|,"-34.6311730591,-58.5863060828",150000,USD,2274360,150000,,,,,,,,http://el-palomar.properati.com.ar/ef35_venta_otro_el-palomar
1139,sell,store,|Argentina|Capital Federal|Barrio Norte|,"-34.6037232,-58.3815931",60000,USD,909744,60000,37,,1621.621622,,,,,http://barrio-norte.properati.com.ar/ec5c_venta_local_capital-federal
1140,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5921884,-58.3790738",370000,USD,5610088,370000,125,115,2960,3217.391304,5,,,http://recoleta.properati.com.ar/11nnf_venta_departamentos_recoleta_arroyo_800_suite_lavadero_luminoso_lujoso_dependencias_murgier-propiedades_apu
1141,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.612378,-58.4330782",115000,USD,1743676,115000,0,56,,2053.571429,,,,http://caballito.properati.com.ar/11hng_venta_departamentos_caballito_balcon_baulera_lavadero_garage_roi-inmobiliaria
1142,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6223398871,-58.4085322312",2216418,ARS,2210266.26,145772.85,62,59,2351.175,37566.40678,26,3,1500,http://san-cristobal.properati.com.ar/10mky_venta_departamentos_san-cristobal_calvo-carlos_3000_lavadero_parrilla_piscina_sum_garage_estrenar_salaya-romera-barrio-norte
1143,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,,175000,USD,2653420,175000,,79,,2215.189873,7,3,,http://beccar.properati.com.ar/zfh0_venta_departamentos_san-isidro_balcon_gimnasio_piscina_luminoso_sauna_garage_amenities_aire-acondicionado_re-max-concept
1144,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6659734207,-58.5829467884",65000,USD,985556,65000,50,35,1300,1857.142857,,2,,http://la-matanza.properati.com.ar/xapn_venta_departamentos_la-matanza
1145,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Martín Coronado|,"-34.5907785888,-58.5819068563",75000,USD,1137180,75000,80,68,937.5,1102.941176,,4,,http://martin-coronado.properati.com.ar/veke_venta_ph_martin-coronado
1146,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7203547,-58.2603256",,,,,78,78,,,6,,,http://quilmes.properati.com.ar/10jiz_venta_departamentos_quilmes_balcon_lavadero_garage_gp-estudio-inmobiliario
1147,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.8181722172,-58.1522655487",,,,,588,538,,,,,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/12qsi_venta_casa_berazategui_suite_hidromasaje_lavadero_parrilla_piscina_vestidor_garage_estrenar_losa-radiante_o-keefe-inmobiliaria-rural-y-urbana
1148,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5218592,-58.4721261",870000,USD,13191288,870000,181,0,4806.629834,,9,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/wh93_venta_departamentos_vicente-lopez_general-roca_500
1149,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.519235,-58.4765873",385000,USD,5837524,385000,309,171,1245.954693,2251.461988,,4,,http://vicente-lopez.properati.com.ar/xidw_venta_casa_vicente-lopez_jardin_lavadero_patio_toilette_garage
1150,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7537288,-58.4147244",340000,USD,5155216,340000,,180,,1888.888889,,,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/zqce_venta_casa_lomas-de-zamora_balcon_suite_jardin_piscina_quincho_toilette_vista_garage_fernandez-gestion-inmobiliaria
1151,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5749333,-58.4405969",99800,USD,1513207.52,99800,34,32,2935.294118,3118.75,,1,1800,http://belgrano.properati.com.ar/115j1_venta_departamentos_belgrano_balcon_gimnasio_parrilla_piscina_sum_terraza_luminoso_amenities_basa-inmobiliaria
1152,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.59585,-58.440675",1990000,ARS,1984476.74,130881.44,,28,,71071.42857,14,1,,http://villa-crespo.properati.com.ar/styf_venta_departamentos_villa-crespo
1153,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.916745498,-57.9756941801",,,,,74,0,,,,3,,http://la-plata.properati.com.ar/x1lb_venta_casa_la-plata
1154,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,148000,USD,2244035.2,148000,100,200,1480,740,,3,,http://haedo.properati.com.ar/s5rw_venta_ph_moron
1155,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Del Viso|,"-34.459281,-58.800062",178000,USD,2698907.2,178000,,126,,1412.698413,,4,,http://del-viso.properati.com.ar/10htb_venta_casa_del-viso_jardin_parrilla_pilar
1156,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.397842592,-58.7290883524",255000,USD,3866412,255000,0,160,,1593.75,,4,,http://escobar.properati.com.ar/ousi_venta_casa_escobar
1157,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,"-34.443295,-58.55236",118000,USD,1789163.2,118000,,58,,2034.482759,4,2,,http://san-fernando.properati.com.ar/10z3i_venta_departamentos_san-fernando_balcon_baulera_parrilla_garage_placard_aire-acondicionado_re-max-premium
1158,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,410000,USD,6216584,410000,730,250,561.6438356,1640,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/ybqj_venta_casa_bs-as-g-b-a-zona-norte_0_suite_jardin_parrilla_piscina_toilette_vestidor_dependencias_aleman-propiedades-pablo-aleman-csi-5215
1159,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Villa Tesei|,"-34.5554276,-58.6128273",,,,,233,203,,,,,,http://villa-tesei.properati.com.ar/ec9t_venta_casa_villa-tesei
1160,sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Echeverría del Lago|,"-34.8903070419,-58.4875327112",250000,USD,3790600,250000,900,160,277.7777778,1562.5,,,,http://echeverria-del-lago.properati.com.ar/kc2m_venta_casa_esteban-echeverria
1161,sell,house,|Argentina|Capital Federal|Villa Real|,"-34.598829,-58.4953028",155000,USD,2350172,155000,85,75,1823.529412,2066.666667,,,,http://villa-real.properati.com.ar/iss8_venta_casa_villa-real
1162,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5028,-58.4945",140000,USD,2122736,140000,0,53,,2641.509434,,2,,http://olivos.properati.com.ar/xhc8_venta_departamentos_olivos_balcon_gimnasio_sum_terraza_garage_placard_estrenar
1163,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.473723,-58.4969238",1400000,USD,21227360,1400000,1172,620,1194.539249,2258.064516,,,,http://acassuso.properati.com.ar/pm3a_venta_casa_acassuso_espora_700
1164,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.61628342,-58.77116776",730000,ARS,729297.64,48099.09,,,,,,,,http://moreno.properati.com.ar/10ev2_venta_departamentos_moreno_lujoso_garage_mosca-propiedades_bp3
1165,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,,98000,USD,1485915.2,98000,55,55,1781.818182,1781.818182,,,,http://villa-urquiza.properati.com.ar/eg8q_venta_departamento_villa-urquiza
1166,sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6078094,-58.3893464",125000,USD,1895300,125000,90,90,1388.888889,1388.888889,,4,,http://congreso.properati.com.ar/xg6h_venta_departamentos_centro-microcentro
1167,sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.637261,-58.36907",1575454,ARS,1571081.33,103616.93,59,44,1756.219153,35805.77273,,2,,http://barracas.properati.com.ar/11hfm_venta_departamentos_barracas_balcon_parrilla_patio_piscina_sum_luminoso_garage_amenities_placard_aire-acondicionado_di-mitrio-inmobiliaria_90i
1168,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,,98000,USD,1485915.2,98000,,38,,2578.947368,,2,,http://villa-sarmiento.properati.com.ar/11nxj_venta_departamentos_villa-sarmiento_balcon_lavadero_terraza_garage_placard_aire-acondicionado_rosso-propiedades_bw4
1169,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.594774,-58.44468",65900,USD,999202.16,65900,,25,,2636,,1,,http://villa-crespo.properati.com.ar/11ydy_venta_departamentos_villa-crespo_luminoso_placard_aire-acondicionado_re-max-city
1170,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.621229,-58.4348028",106000,USD,1607214.4,106000,41,35,2585.365854,3028.571429,,,,http://caballito.properati.com.ar/11tyh_venta_departamentos_caballito_balcon_lavadero_luminoso_placard_embier-inmobiliaria
1171,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5569684,-58.5710609",58000,USD,879419.2,58000,200,80,290,725,,,,http://san-martin.properati.com.ar/id3e_venta_casa_san-martin
1172,sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4950078,-58.5199995",165000,USD,2501796,165000,100,48,1650,3437.5,,,,http://martinez.properati.com.ar/t1x3_venta_casa_martinez_castro-barros_1600
1173,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6125207,-58.4561366",78000,USD,1182667.2,78000,45,45,1733.333333,1733.333333,,2,,http://flores.properati.com.ar/yuvb_venta_departamentos_flores_lavadero_eduardo-bertolotti-propiedades
1174,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5933602,-58.4428706",,,,,46,42,,,,2,,http://villa-crespo.properati.com.ar/10bdz_venta_departamentos_villa-crespo_luminoso_lujoso_migliorisi-propiedades_cy0
